,Stop Name,Latitude,Longitude
0,Beale St & Howard St W-NS/SB,37.78993,-122.394461
1,La Playa St&Cabrillo St SW-FS/BZ,37.773214,-122.51006000000001
2,Fulton St&La Playa SE-FS/BZ,37.77134,-122.50939
3,Fulton St&46TH Ave SE-FS/BZ,37.77148,-122.50631000000001
4,Fulton St&43RD Ave SE-FS/BZ,37.771612,-122.50329599999999
5,Fulton St&40TH Ave SE-FS/BZ,37.77179,-122.49991000000001
6,Fulton St&37TH Ave SE-FS/BZ,37.77192,-122.49678999999999
7,Fulton St&33RD Ave SW-NS/BZ,37.7721,-122.49288
8,Fulton St&30TH Ave SE-FS/BZ,37.772240000000004,-122.48919
9,Fulton St&28TH Ave SE-FS/BZ,37.77235,-122.48716999999999
10,Fulton St&22ND Ave SE-FS/BZ,37.772659999999995,-122.48061000000001
11,Fulton St&18TH Ave,37.772834,-122.476524
12,Fulton St&Park Presidio Blvd SE-FS/BZ,37.773067,-122.471699
13,Fulton St&10TH Ave SE-FS/BZ,37.77325,-122.46761000000001
14,Fulton St&4TH Ave SE-FS/BZ,37.77384,-122.46125
15,Fulton St&Arguello Blvd SE-FS/BZ,37.774282,-122.458003
16,Fulton St&Stanyan St SE-FS/BZ,37.774756,-122.45451899999999
17,Fulton St&Shrader St SE-FS/BZ,37.77499,-122.45238
18,Fulton St&Clayton St SE-FS/BZ,37.77537,-122.44928999999999
19,McAllister St&Baker St SW-NS/BZ,37.77731,-122.44185
20,McAllister St&Divisadero St SW-NS,37.77773,-122.43851000000001
21,McAllister St&Pierce St SW-NS/BZ,37.77815,-122.43518999999999
22,McAllister St&Laguna St SE-FS/BZ,37.779188,-122.426781
23,McAllister St&Gough St SE-FS/BZ,37.779607,-122.42345700000001
24,Larkin St&Mcallister St NE-FS/SB,37.780569,-122.41686499999999
25,Golden Gate Ave&Leavenworth St SE-FS/PS,37.781826,-122.413793
26,McAllister St&Hyde St S-MB/PS,37.780609999999996,-122.41587
27,McAllister & Leavenworth St SW-NS,37.780889,-122.413587
28,Market between 5th & 6th St SE-MB/BZ,37.783395,-122.408657
29,Market between 5th & 4th St SE-MB/BZ,37.78484,-122.406834
30,Market St&3rd St E-FS/BZ,37.787667,-122.40335900000001
31,Market St&1st St S-NS/BZ,37.790896000000004,-122.399138
32,Mission St&Fremont St S-MB/BZ,37.79015,-122.39695
33,Beale St&Mission St W-MB/BZ,37.791939,-122.396879
34,11TH ST BETWEEN MARKET & MISSION,37.775502,-122.418656
35,Market & Steuart NW-FS/BZ,37.794453999999995,-122.39491699999999
36,11th St&Market St S-FS/BZ,37.775368,-122.418575
37,Potrero Ave&16th St SW-FS/BZ,37.765701,-122.407646
38,Potrero Ave&24th St SW-FS/BZ,37.752942,-122.406393
39,San Bruno Ave&Silver Ave S-FS/BZ,37.73217,-122.40556000000001
40,Bay Shore Blvd&Visitacion Ave E-MB/BZ,37.709523,-122.40463100000001
41,McLaren School SW-FS/BZ,37.713553000000005,-122.422219
42,Geneva Ave&Rio Verde St SE-FS/BZ,37.706939,-122.41553400000001
43,11th St&Mission St S-FS/BZ,37.774038,-122.41689099999999
44,11th St&Howard St S-FS/BZ,37.77283,-122.41538
45,11th St&Harrison St S-FS/BZ,37.770557000000004,-122.41249199999999
46,Division St&Bryant St SE-FS/BZ,37.76934,-122.41073999999999
47,Potrero Ave&Alameda St NW-FS/BZ,37.768271,-122.407932
48,Potrero Ave & Mariposa St ,37.763132,-122.407407
49,Potrero Ave & 19th St,37.760606,-122.407168
50,Potrero Ave&21st St SW-FS/BZ,37.757490000000004,-122.4069
51,Potrero Ave&23rd St NW-NS/BZ,37.754948999999996,-122.406747
52,228 Bay Shore Blvd W-FS/BZ,37.74472,-122.40443
53,Bay Shore Blvd&Oakdale Ave SW-FS/BB,37.743046,-122.405402
54,Bay Shore Blvd&Cortland Ave NW-NS/BZ,37.73946,-122.407122
55,Bay Shore Blvd&Alemany Blvd SW-FS/SB,37.737728999999995,-122.406997
56,Bay Shore Blvd&Augusta St NW-NS/BZ,37.73425,-122.40558
57,Bay Shore Blvd&Silver Ave NW-NS,37.732963,-122.404789
58,San Bruno Ave&Woolsey St W-NS/BZ,37.72531,-122.40271000000001
59,Sunnydale Ave&Talbert St E-NS/PS,37.70935,-122.40669
60,Sunnydale Ave&Rutland St E-NS/PS,37.70986,-122.40851
61,Sunnydale Ave&Cora St N-FS/PS,37.710203,-122.40961200000001
62,Schwerin St&Sunnydale Ave W-FS/PS,37.710359999999994,-122.41151
63,Schwerin St&Garrison Ave N-NS/SB,37.709309999999995,-122.412
64,Schwerin St&Velasco Ave N-NS/PS,37.70813,-122.41253999999999
65,Schwerin St&Geneva Ave N-NS/PS,37.706528000000006,-122.41335900000001
66,Geneva Ave&Rio Verde St NE-NS/SB,37.707136,-122.415706
67,Geneva Ave&Castillo St E-NS/PS,37.7079,-122.41823000000001
68,Geneva Ave&Santos St E-NS/PS,37.708368,-122.419954
69,1800 Sunnydale Ave NE-FS/SB,37.712972,-122.419952
70,1900 Sunnydale Ave NE-FS/SB,37.7134,-122.42138
71,McLaren School NE-FS/SB,37.713704,-122.42211599999999
72,1901 Sunnydale Ave SW-MB/SB,37.71322,-122.42115
73,1725 Sunnydale Ave SW-MB/SB,37.712790000000005,-122.41953999999998
74,Santos St&Geneva Ave N-NS/SB,37.7085,-122.42008
75,Geneva Ave&Castillo St SW-MI/PS,37.7077,-122.41841000000001
76,Mansell St&Somerset St S-NS/PS,37.720418,-122.40509399999999
77,Potrero Ave&24th St NE-FS/BZ,37.753111,-122.40633600000001
78,Potrero Ave&16th St NE-FS/BZ,37.766031,-122.407474
79,Main St&Mission St N-FS/BZ,37.791990999999996,-122.39503300000001
80,Schwerin St&Macdonald Ave S-NS/PS,37.70709,-122.41293
81,Schwerin St&Velasco Ave E-FS/SB,37.708259999999996,-122.41233999999999
82,Schwerin St&Garrison Ave SE-MB/SB,37.70906,-122.41198
83,Schwerin St&Sunnydale Ave S-NS/PS,37.71049,-122.41136000000002
84,Sunnydale Ave&Cora St SE-FS/PS,37.710007,-122.409521
85,Sunnydale Ave&Talbert St W-NS/PS,37.70935,-122.40700000000001
86,Sunnydale Ave&Bayshore Blvd SW-NS,37.708801,-122.40525
87,Bay Shore Blvd&Silver Ave N-FS/BZ,37.733213,-122.40472
88,Rhode Island St&19th St NW-MI/SB,37.760953,-122.402298
89,Rhode Island St&20th St SW-FS/SB,37.759436,-122.402161
90,Rhode Island St&Southern Height NW,37.758499,-122.40207
91,Rhode Island St&22nd St SW-FS/SB,37.756884,-122.40191100000001
92,1076 Rhode Island St W-MB/AB,37.756170000000004,-122.40184199999999
93,Connecticut St&26TH St NW-NS/SB,37.751269,-122.39651699999999
94,Mission St&26th St SW-FS/BZ,37.74857,-122.41818
95,Morse St&Lowell St S-NS/BZ,37.711021,-122.446211
96,Mission St&6th St W-FS/BZ,37.78075,-122.4091
97,Mission St&7th St W-FS/BZ,37.77897,-122.41135
98,Mission St&9th St W-FS/BZ,37.775940000000006,-122.41518
99,Otis St&12th St W-FS/BZ,37.77281,-122.41917
100,150 Otis St NW-MB/BB,37.77073,-122.42031000000001
101,Mission St&14th St SW-FS/BZ,37.7678,-122.42002
102,Mission St&18th St SW-FS/BZ,37.761761,-122.419463
103,Mission St&22nd St SW-FS/BB,37.75517,-122.4188
104,Mission St&Valencia St W-FS/BB,37.74508,-122.4203
105,Mission St&Cortland Ave NW-NS/BB,37.741079,-122.422874
106,Mission St&Appleton Ave N-NS/BZ,37.73899,-122.42403999999999
107,Mission St&Highland Ave SW-FS/BZ,37.73706,-122.4242
108,Mission St&Bosworth St SW-FS/BZ,37.733340000000005,-122.42681999999999
109,4080 Mission St NW-MB/BZ,37.73217,-122.428
110,Market St&Hyde St N-NS/BZ,37.778784,-122.414723
111,Hayes St&Larkin St NW-FS/BZ,37.777709,-122.416852
112,Hayes St&Gough St NW-FS/BZ,37.776893,-122.423326
113,Hayes St&Laguna St NE-NS/BZ,37.77653,-122.426146
114,Hayes St&Buchanan St NW-FS/BZ,37.776261,-122.428274
115,Hayes St&Webster St NW-FS/BZ,37.776056,-122.429879
116,Hayes St&Fillmore St NW-FS/BZ,37.775838,-122.43156100000002
117,Hayes St&Steiner St NW-FS/BZ,37.775627,-122.433203
118,Hayes St&Pierce St NE-NS/BZ,37.775472,-122.43444299999999
119,Hayes St&Baker St NW-FS/BZ,37.774573,-122.441501
120,Hayes St&Central Ave NE-NS/BZ,37.774195,-122.444298
121,Hayes St&Clayton St NE-NS/BZ,37.773604999999996,-122.44916599999999
122,Hayes St&Shrader St NE-NS/BZ,37.77317,-122.452502
123,Hayes St&Stanyan St NE-NS/BZ,37.77296,-122.454148
124,Fulton St & Shrader St  SW-NS/BZ,37.774907,-122.45312
125,Hayes St&Masonic Ave SE-FS/BZ,37.773926,-122.446003
126,Hayes St&Divisadero St SE-FS/BZ,37.774978000000004,-122.437728
127,Grove St&Van Ness Ave SE-FS/BZ,37.778188,-122.419743
128,Hayes St&Shrader St SW-FS/BZ,37.77306,-122.45251299999998
129,Hayes St&Clayton St SW-NS/BZ,37.773416999999995,-122.44946399999999
130,Hayes St&Central Ave SW-NS/BZ,37.77409,-122.444515
131,Hayes St&Lyon St SW-NS/BZ,37.77429,-122.442862
132,Hayes St&Baker St SW-NS/BZ,37.774509,-122.441259
133,Hayes St&Pierce St SE-FS/BZ,37.775413,-122.434177
134,Hayes St&Steiner St SE-FS/BZ,37.775627,-122.432476
135,Hayes St&Fillmore St SE-FS/BZ,37.775804,-122.430834
136,Hayes St&Webster St SE-FS/BZ,37.776035,-122.42918999999999
137,Hayes St&Buchanan St SE-FS/BZ,37.776244,-122.427555
138,Laguna St&Hayes St NE-FS/BZ,37.776752,-122.42627
139,Mission St&Cortland Ave E-FS/BZ,37.741052,-122.42275900000001
140,Mission St&Power St NE-FS/BZ,37.746245,-122.41940100000001
141,Mission St&22nd St NE-FS/BB,37.75582,-122.41871
142,Mission St&20th St NE-FS/BZ,37.75911,-122.41901999999999
143,Mission St&18th St NE-FS/BZ,37.762634999999996,-122.419348
144,Mission St&14th St NE-FS/BZ,37.76862,-122.41993000000001
145,Mission St&13th St NE-FS/BZ,37.77047,-122.41978
146,Mission St&South Van Ness Ave E-FS,37.772994,-122.418485
147,Mission St&9th St E-FS/BZ,37.77645,-122.41431000000001
148,Mission St&8th St E-FS/BZ,37.7777,-122.41273000000001
149,Mission St&7th St E-FS/BZ,37.779354,-122.410505
150,Mission St&6th St E-FS/BZ,37.78119,-122.40831000000001
151,Mission St&4th St E-FS/BZ,37.78464,-122.40393
152,Mission St&3rd St E-FS/BZ,37.78651,-122.40156999999999
153,Mission St&2nd St S-NS/BZ,37.78787,-122.39985
154,Mission & Fremont S-NS/SI,37.790261,-122.39678799999999
155,Mission St&Main St N-NS,37.791965000000005,-122.39493
156,Mission St&5th St W-FS/BZ,37.782725,-122.40664
157,Mission St&11th St W-FS/BZ,37.774306,-122.41729199999999
158,Mission St&16th St SW-FS/BB,37.765036,-122.419726
159,Mission St&24th St SW-FS/BB,37.751964,-122.41852800000001
160,Mission St&30th St NW-NS/BB,37.742416999999996,-122.42199099999999
161,Mission St&Silver Ave W-FS/BZ,37.728722999999995,-122.431354
162,Mission St&Geneva Ave W-FS/BB,37.716454999999996,-122.441149
163,Mission St&Flournoy St N-NS/PS,37.70682,-122.45906000000001
164,Daly City Bart Station W-FS/SI,37.706514,-122.468632
165,Mission St&Beale St W-FS/BZ,37.791144,-122.39591599999999
166,Mission St&1st St N-NS/BZ,37.78992,-122.39748999999999
167,Mission St&2nd St W-FS/BZ,37.78775,-122.40024
168,Mission St&3rd St W-FS/BZ,37.78597,-122.40248999999999
169,Mission St&4th St W-FS/BZ,37.78436,-122.40451999999999
170,Mission St&8th St W-FS/BZ,37.777229999999996,-122.41355
171,Mission St&20th St SW-FS/BZ,37.75817,-122.41909
172,Mission St&Richland Ave SW-FS/BZ,37.735620000000004,-122.4247
173,Mission St&Ruth St W-FS/BZ,37.722809999999996,-122.43633
174,Mission St&Lowell St W-FS/BZ,37.711432,-122.44648600000001
175,Mission St&Sickles Ave W-FS/BZ,37.708659999999995,-122.45331999999999
176,Trumbull St&Congdon St NW-FS/PS,37.73097,-122.42638999999998
177,Mission St&Trumbull St W-FS/BZ,37.73045,-122.42971000000001
178,Mission St&Francis St W-FS/BZ,37.72635,-122.43365
179,Mission St&Norton St W-FS/BZ,37.724309999999996,-122.43518999999999
180,Mission St&Onondaga Ave N-NS/BZ,37.721282,-122.43748300000001
181,Mission St&Italy Ave W-MB/BZ,37.71915,-122.43908700000001
182,Mission St&Mt Vernon Ave N-NS/BZ,37.7147,-122.44265
183,Mission St&Foote Ave N-NS/BZ,37.71285,-122.44462
184,Mission St&Whittier St N-NS/BZ,37.71048,-122.44833999999999
185,Mission St&Lawrence Ave N-NS/BZ,37.7095,-122.45087
186,San Jose Ave&Sickles Ave S-NS,37.7112,-122.455945
187,Trumbull St&Stoneybrook Ave SW-NS/SB,37.73095,-122.42192
188,Trumbull St&Congdon St SW-NS/SB,37.73084,-122.42623999999999
189,6th St&Bryant St N-FS/BZ,37.776157,-122.402598
190,Legion of Honor SE-NS/BZ,37.785015,-122.49959199999999
191,33rd Ave&Geary Blvd NW-NS/BZ,37.779815,-122.49338799999998
192,46th Ave&Judah St NW-NS/PS,37.760519,-122.50601499999999
193,47th Ave&Wawona St SW-FS/PS,37.736018,-122.505366
194,19th Ave&Buckingham Way NW-NS/BZ,37.725732,-122.47506299999999
195,Legion of Honor SW-FS/SB,37.78498,-122.49968999999999
196,Legion of Honor Dr&Clement St NW-NS,37.781653000000006,-122.494615
197,33rd Ave&Clement St SW-FS/BZ,37.781502,-122.49351499999999
198,33rd Ave&Anza St NW-NS/SB,37.777861,-122.493249
199,33rd Ave&Balboa St NW-NS/BZ,37.775997,-122.49313300000001
200,Fulton St&Great Hwy NE-NS/SB,37.771421000000004,-122.510792
201,Great Hwy&Ocean Beach W-MB/SB,37.76737,-122.510456
202,Lincoln Way&La Playa St SW-NS/PS,37.763926,-122.50957
203,46th Ave&Lincoln Way SW-FS/PS,37.764053000000004,-122.50627
204,46th Ave&Irving St NW-NS/PS,37.762375,-122.506143
205,40 Crestline Dr NE-MB/SB,37.750388,-122.446577
206,46th Ave&Kirkham St NW-NS/PS,37.758655,-122.50588799999998
207,46th Ave&Lawton St NW-NS/PS,37.756781,-122.505749
208,46th Ave&Moraga St NW-NS/PS,37.754925,-122.50562099999999
209,46th Ave&Noriega St SW-FS/PS,37.752837,-122.505482
210,46th Ave&Ortega St NW-NS/PS,37.751187,-122.505366
211,46th Ave&Pacheco St NW-NS/PS,37.749331,-122.50523899999999
212,46th Ave&Quintara St NW-NS/PS,37.747457,-122.5051
213,46th Ave&Rivera St NW-NS/PS,37.745591999999995,-122.50497299999999
214,46th Ave&Santiago St NW-NS/PS,37.743737,-122.504834
215,46th Ave&Taraval St NW-NS/PS,37.741854,-122.504706
216,Sloat Blvd&47th Ave SE-FS/BZ,37.735394,-122.50493
217,Sloat Blvd&45th Ave SE-FS/BZ,37.735368,-122.50277700000001
218,Sloat Blvd&43rd Ave S-FS/PS,37.735012,-122.500749
219,Sloat Blvd&41st Ave S-FS/BZ,37.73413,-122.49896100000001
220,Skyline Blvd&Sloat Blvd W-FS/PS,37.733595,-122.49684199999999
221,Lake Merced & Lakeshore S-NS/SB,37.729420000000005,-122.494056
222,Lake Merced&Middlefield Dr SE-FS/SB,37.729440999999994,-122.48629
223,Winston Dr&Lake Merced Blvd SE-FS,37.726979,-122.48331
224,Winston Dr&Buckingham Way S-FS/BZ,37.727996999999995,-122.478672
225,Winston Dr&20th Ave SE-FS/BZ,37.726883,-122.47573899999999
226,46th Ave&Wawona St SE-NS/BZ,37.736108,-122.50414099999999
227,46th Ave&Judah St SE-NS/PS,37.760395,-122.505901
228,33rd Ave&Geary Blvd SE-NS/SB,37.779548,-122.49321499999999
229,20th Ave&Winston Dr SE-NS/SB,37.726874,-122.475945
230,Winston Dr&Buckingham Way E-NS/BZ,37.72806,-122.47848799999998
231,Winston Dr&Lake Merced Blvd NE-NS,37.727121999999994,-122.483299
232,Lake Merced&Middlefield Dr NE-NS,37.729628000000005,-122.48640400000001
233,Lake Merced & Lakeshore N-NS/SB,37.729492,-122.49408999999999
234,Skyline Blvd&Sloat Blvd SE-NS/PS,37.733542,-122.49663600000001
235,Sloat Blvd&41st Ave N-FS/BZ,37.734567,-122.49929399999999
236,Sloat Blvd&43rd Ave N-FS/BZ,37.735387,-122.501345
237,Sloat Blvd&45th Ave NW-FS/BZ,37.7356,-122.50340700000001
238,46th Ave&Santiago St SE-NS/SB,37.743567,-122.50466200000001
239,46th Ave&Rivera St SE-NS/SB,37.745422999999995,-122.504801
240,46th Ave&Quintara St SE-NS/PS,37.747288,-122.504928
241,46th Ave&Pacheco St SE-NS/PS,37.749161,-122.505067
242,46th Ave&Ortega St SE-NS/SB,37.751017,-122.50519399999999
243,46th Ave&Noriega St SE-NS/PS,37.752829,-122.50532199999999
244,46th Ave&Moraga St SE-NS/SB,37.754756,-122.505449
245,46th Ave&Lawton St SE-NS/PS,37.756612,-122.505577
246,46th Ave&Kirkham St SE-NS/PS,37.758485,-122.50571599999999
247,46th Ave&Irving St SE-NS/PS,37.762206,-122.505971
248,46th Ave&Lincoln Way SE-NS/PS,37.764035,-122.50611
249,Lincoln Way&47th Ave NW-FS/SB,37.764185999999995,-122.507405
250,Lincoln Way&Great Hwy NE-NS/SB,37.764131,-122.510052
251,Great Hwy&Ocean Beach E-MB/SB,37.767879,-122.51028400000001
252,33rd Ave&Balboa St NE-FS/SB,37.776032,-122.49297299999999
253,33rd Ave&Anza St SE-NS/PS,37.777692,-122.493077
254,Clement St&Legion Of Honor Dr NE-NS,37.781644,-122.49439699999999
255,Beach St&Polk St N-MB/BZ,37.806375,-122.42319499999999
256,Polk St&Sacramento St W-MB/BB,37.791928999999996,-122.421057
257,Polk St&Sutter St NW-NS/BB,37.787824,-122.420221
258,8th St&Mission St S-FS/BZ,37.77724,-122.413027
259,8th St&Brannan St W-FS/BI,37.771179,-122.40538600000001
260,Rhode Island St&23rd St SW-FS/SB,37.754332,-122.40167199999999
261,Connecticut St&Cesar Chavez St NW-NS,37.749868,-122.396381
262,Evans Ave&3RD St S-FS/SB,37.742628,-122.38786200000001
263,Galvez Ave&Robinson Ave S-NS/BZ,37.728795,-122.36702700000001
264,Polk St&North Point St SW-FS/BZ,37.805018,-122.4237
265,Polk St&Francisco St NW-NS/BZ,37.803475,-122.42338000000001
266,Polk St&Lombard St NW-NS/BZ,37.801628,-122.423014
267,Polk St&Union St NW-NS/BZ,37.798826,-122.42244099999999
268,Polk St&Broadway SW-FS/BZ,37.795676,-122.42181200000002
269,Polk St&Washington St W-MB/BB,37.793695,-122.421411
270,Polk St&California St NW-NS/BB,37.790644,-122.42079299999999
271,Polk St&Pine St SW-FS/BB,37.789359000000005,-122.42053
272,Polk St&O'Farrell St NW-NS/BZ,37.785022,-122.419661
273,Eddy St&Polk St SE-FS/BZ,37.783059,-122.41901899999999
274,Eddy St&Larkin St SE-FS/BZ,37.783273,-122.41735700000001
275,Hyde St&Turk St NW-NS/BZ,37.782647999999995,-122.41579899999999
276,Hyde St&Mcallister St NW-NS/BZ,37.780783,-122.415421
277,Hyde St&Grove St SW-FS/BZ,37.779364,-122.415135
278,8th St & Market St S-FS/BZ,37.778498,-122.414597
279,8th St&Howard St S-FS/BZ,37.776133,-122.411606
280,8th St&Folsom St S-FS/BZ,37.774767,-122.409922
281,8th St&Harrison St S-FS/BI,37.773536,-122.408376
282,8th St&Bryant St W-NS/BZ,37.772535999999995,-122.407127
283,Rhode Island St&Mariposa St SW-FS,37.763264,-122.402525
284,Rhode Island St&18th St SW-FS/SB,37.761988,-122.4024
285,Fillmore St&McAllister St SE-NS/BZ,37.77854,-122.43168700000001
286,Fillmore St&Sutter St SE-NS/BZ,37.786051,-122.43324399999999
287,Steiner St&Union St SE-NS/SB,37.796785,-122.437054
288,Green St&Steiner St NE-NS/SB,37.79599,-122.4368
289,Tennessee St&18th St SE-NS/PS,37.7629,-122.389664
290,18th St&Pennsylvania Ave NE-NS/BZ,37.762828000000006,-122.39347099999999
291,18th St&Texas St NE-NS/BZ,37.762701,-122.395422
292,18th St&Connecticut St NE-NS/BZ,37.76258,-122.397352
293,17th St&De Haro St NE-NS/BZ,37.764904,-122.401451
294,16th St&Vermont St NW-FS/BZ,37.766039,-122.40468999999999
295,16th St&Harrison St NE-NS/BZ,37.765522999999995,-122.412976
296,16th St&Folsom St NW-FS/BZ,37.7654,-122.415428
297,16th St&Valencia St NE-NS/BZ,37.764987,-122.421746
298,16th St&Guerrero St NE-NS/BZ,37.764853,-122.42395900000001
299,16th St&Dolores St NE-NS/PS,37.764731,-122.426156
300,Church St&Duboce Ave SE-NS/SI,37.769302,-122.42908700000001
301,Fillmore St&Oak St NE-FS/BZ,37.774268,-122.430825
302,Fillmore St&Hayes St NE-FS/BZ,37.776106,-122.431197
303,Fillmore St&Grove St NE-FS/BZ,37.776998,-122.43136899999999
304,Fillmore St&Golden Gate Ave NE-FS,37.779859,-122.431955
305,Fillmore St&Eddy St NE-FS/BZ,37.781733,-122.43232900000001
306,Fillmore St&O'Farrell St SE-NS/BZ,37.783193,-122.432627
307,Fillmore St&Geary Blvd NE-FS/BZ,37.784733,-122.432921
308,Fillmore St&Jackson St NE-FS/BZ,37.792761,-122.434556
309,Fillmore St&Broadway SE-NS/BZ,37.794158,-122.43484199999999
310,Broadway&Steiner St NE-NS/PS,37.794131,-122.436442
311,Steiner St&Vallejo St SE-NS/PS,37.794911,-122.436669
312,Steiner St&Green St SE-NS/PS,37.795859,-122.43686299999999
313,Fillmore St&Union St NE-FS/BZ,37.797391,-122.43548899999999
314,Fillmore St&Lombard St SE-NS/BZ,37.799707,-122.435952
315,Fillmore St&Chestnut St NE-FS/BZ,37.801091,-122.436229
316,Palou Ave&3rd St E-NS/BZ,37.734019,-122.390825
317,Bosworth St&Mission St NW-FS/SB,37.733719,-122.426702
318,Diamond St&Bosworth St SW-FS/BZ,37.733452,-122.43421699999999
319,Monterey Blvd&Gennessee St NW-FS/BZ,37.731615000000005,-122.45144499999999
320,Sloat Blvd&West Portal Ave NW-FS/PS,37.73478,-122.47187
321,Sloat Blvd&47th Ave OB NW-FS/BZ,37.735528,-122.505354
322,Great Hwy&Sloat Blvd W-MB/PS,37.735482,-122.506821
323,Palou Ave&Newhall St E-NS/PS,37.735028,-122.392657
324,Palou Ave&Phelps St E-NS/PS,37.7361,-122.394535
325,Phelps St&Oakdale Ave S-NS/SB,37.736635,-122.39408799999998
326,Phelps St&Mckinnon Ave S-NS/SB,37.737866,-122.39296399999999
327,Phelps St&Jerrold Ave S-NS/SB,37.739757,-122.391267
328,Jerrold Ave&Quint St E-NS/SB,37.7409,-122.392973
329,Jerrold Ave&Rankin St NE-MI/SB,37.742087,-122.394931
330,Jerrold Ave&Selby St N-FS/SB,37.743302,-122.39678700000002
331,Toland St&Jerrold Ave W-FS/BZ,37.743936,-122.399009
332,Toland St&Mckinnon Ave N-NS/PS,37.742313,-122.400442
333,Toland St&Oakdale Ave N-NS/PS,37.741073,-122.40156499999999
334,Market St&Church St S-NS/SI,37.767589,-122.428801
335,Oakdale Ave&Loomis St NE-NS/BZ,37.742528,-122.40416499999999
336,Bay Shore Blvd&Alemany Blvd NW-NS/SB,37.738371,-122.407306
337,Crescent Ave&Putnam St SW-NS/PS,37.735009000000005,-122.411169
338,Crescent Ave&Folsom St NE-NS/SB,37.734804,-122.41358600000001
339,Crescent Ave & Anderson St NW-FS/SB,37.734894,-122.415682
340,Crescent Ave&Andover St NE-NS/PS,37.734966,-122.416725
341,Crescent Ave&Roscoe St NE-NS/PS,37.735054999999996,-122.418626
342,Crescent Ave&Murray St NE-NS/PS,37.735136,-122.42012700000001
343,Crescent Ave&Leese St NE-NS/SB,37.735244,-122.42256699999999
344,Crescent Ave&Mission St NE-NS/BZ,37.735423,-122.424457
345,Bosworth St&Milton St NE-NS/PS,37.733487,-122.429326
346,Bosworth St&Rotteck St NW-FS/PS,37.733211,-122.431296
347,Monterey Blvd&Acadia St NW-FS/BZ,37.731668,-122.43776799999999
348,Monterey Blvd&Baden St NE-NS/BB,37.731668,-122.43963500000001
349,Monterey Blvd&Congo St NE-NS/PS,37.731659,-122.441915
350,Monterey Blvd&Detroit St NW-FS/BZ,37.731642,-122.444607
351,Monterey Blvd&Edna St NE-NS/PS,37.731633,-122.446474
352,Monterey Blvd&Foerster St NW-FS/BZ,37.731615000000005,-122.44916599999999
353,Monterey Blvd&Ridgewood Ave NE-NS,37.731615000000005,-122.45328899999998
354,Monterey Blvd&Valdez Ave NE-NS/SB,37.731445,-122.455649
355,Monterey Blvd&Plymouth Ave NE-NS/PS,37.731115,-122.45732199999999
356,Monterey Blvd&Saint Elmo Way NE-NS,37.730553,-122.460426
357,Monterey Blvd&El Verano Way NE-NS,37.73008,-122.461502
358,Monterey Blvd&San Jacinto Way E-NS,37.732033,-122.46396499999999
359,Monterey Blvd&San Anselmo Ave NS-SE,37.733148,-122.465501
360,Evans Ave&Cesar Chavez St SW-FS/BZ,37.74903,-122.39706899999999
361,Evans Ave&Napoleon St W-NS/PS,37.747343,-122.396257
362,Evans Ave&Selby St S-FS/SB,37.745968,-122.39384
363,Evans Ave&Quint St W-NS/SB,37.744039,-122.390473
364,Evans Ave&Phelps St W-NS/SB,37.742977,-122.388595
365,Evans Ave&Mendell St S-FS/BZ,37.740699,-122.38450700000001
366,US Post Office S-FS/BZ,37.739717,-122.38281299999998
367,Evans Ave&Keith St W-NS/PS,37.738761,-122.381084
368,Evans Ave&Middle Point Rd W-NS/SB,37.737671999999996,-122.37925200000001
369,Middle Point & Acacia NW-NS ,37.737074,-122.379516
370,Middle Point Rd&West Point Rd SW-FS,37.73502,-122.37947
371,Middle Point Rd&Innes Ave NW-NS/PS,37.734173999999996,-122.37954099999999
372,Innes Ave&Hunters Point Blvd W-NS,37.732709,-122.377172
373,Innes Ave&Griffith St W-NS/SB,37.73199,-122.37588000000001
374,Innes Ave&Fitch St W-NS//PS,37.730932,-122.374035
375,Innes Ave&Earl St W-NS/PS,37.729869,-122.372134
376,Donahue St&Innes Ave E-FS/PS,37.729002,-122.36991299999998
377,Evans Ave&Phelps St E-NS/BZ,37.742994,-122.388309
378,Connecticut St&Cesar Chavez St NE-FS,37.750002,-122.39622
379,De Haro St&23RD St NE-FS/PS,37.754884999999994,-122.400571
380,7th St&Townsend St N-FS/BZ,37.772034000000005,-122.401821
381,7th St&Market St S-NS/SI,37.780309,-122.41239499999999
382,Polk St&Post St SE-FS/BZ,37.786914,-122.41988899999998
383,Polk St&Sacramento St NE-FS/BZ,37.791740999999995,-122.420827
384,Donahue St&Innes Ave NE-NS/SB,37.728895,-122.370154
385,Innes Ave&Earl St E-NS/SB,37.729878,-122.371871
386,Grove St&Laguna St SE-FS/PS,37.777382,-122.426324
387,Grove St&Gough St SW-NS/BZ,37.777747999999995,-122.42330600000001
388,Fillmore St&Bay St SE-NS/BZ,37.802585,-122.43668000000001
389,Fillmore St&Chestnut St NW-NS/BZ,37.800891,-122.43646899999999
390,Steiner St&Union St SW-FS/BZ,37.796627,-122.437137
391,Fillmore St&Sutter St SW-FS/BZ,37.785814,-122.433268
392,Fillmore St&McAllister St SW-FS/BZ,37.778343,-122.431762
393,Fillmore St&Haight St NW-NS/BZ,37.772199,-122.43053700000002
394,16th St&Church St SW-NS/BZ,37.764457,-122.42879099999999
395,16th St&Mission St SW-NS/BZ,37.764983,-122.419835
396,16th St&Bryant St SE-FS/BZ,37.765595000000005,-122.410408
