OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point
19364,Diamond St&Diamond Heights Blvd NW,DIAMDI.0,DIAMDI.H,4397,37.74192,-122.435476,0,DIAMOND HEIGHTS BLVD,DIAMOND ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130009,114,,"(37.74192000036077, -122.43547600000208)"
19365,Bosworth St&Diamond St SE-FS/BZ,BOSWDIA0,BOSWDIAM,3696,37.733488,-122.43408,0,DIAMOND ST,BOSWORTH ST,FS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1130010,114,,"(37.73348799981713, -122.43407999988422)"
19366,20th St&Collingwood St NW-FS/SB,20STCLW0,20STCLWD,3414,37.757677,-122.435966,0,COLLINGWOOD ST,20TH ST,FS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130014,114,,"(37.75767700008156, -122.4359660005069)"
19367,20th St&Eureka St NE-NS/PS,20STERK0,20STERKA,3415,37.757561,-122.437845,0,EUREKA ST,20TH ST,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1130015,114,,"(37.757561000275665, -122.4378449998039)"
19368,Eureka St&21ST St NW-NS/SB,ERKA21S0,ERKA21ST,4538,37.755973,-122.437902,0,21ST ST,EUREKA ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130016,114,,"(37.75597300018136, -122.43790200055031)"
19369,Eureka St&22ND St NW-NS/PS,ERKA22S0,ERKA22ST,4540,37.754367,-122.437742,0,22ND ST,EUREKA ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130017,114,,"(37.75436700038878, -122.43774200035398)"
19370,Eureka St&23RD St NW-NS/PS,ERKA23S0,ERKA23ST,4542,37.75279,-122.43759,0,23RD ST,EUREKA ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130018,114,,"(37.75279000001876, -122.4375899997579)"
19371,23rd St&Diamond St SW-NS/PS,23STDIA0,23STDIAM,3448,37.752698,-122.436539,0,DIAMOND ST,23RD ST,NS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1130019,114,,"(37.75269800015043, -122.4365390003691)"
19372,Diamond St&24TH St NW-NS/BZ,DIAM24S0,DIAM24ST,4370,37.75126,-122.43638,0,24TH ST,DIAMOND ST,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1130020,114,,"(37.75125999999613, -122.43637999986751)"
19373,Diamond St&25TH St NW-NS/PS,DIAM25S0,DIAM25ST,4372,37.74965,-122.43621,0,25TH ST,DIAMOND ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130021,114,,"(37.74964999991888, -122.43621000040326)"
19374,Diamond St&Clipper St NW-NS/PS,DIAMCLP0,DIAMCLPR,4390,37.748853,-122.436162,0,CLIPPER ST,DIAMOND ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130022,114,,"(37.748853000008125, -122.4361619999436)"
19375,Diamond St&26TH St SW-FS/PS,DIAM26S0,DIAM26ST,4375,37.747853,-122.43607,0,26TH ST,DIAMOND ST,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1130023,114,,"(37.74785299996347, -122.43607000043261)"
19376,Diamond St&Cesar Chavez St SW-FS/PS,DIAMCHA0,DIAMARMY,4385,37.747068,-122.43599,0,CESAR CHAVEZ ST,DIAMOND ST,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1130024,114,,"(37.74706800037066, -122.43599000019547)"
19377,Diamond St&27TH St SW-FS/PS,DIAM27S0,DIAM27ST,4377,37.746256,-122.435922,0,27TH ST,DIAMOND ST,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1130025,114,,"(37.74625600021817, -122.43592199975008)"
19378,Diamond St&Duncan St NW-NS/PS,DIAMDUN0,DIAMDUNC,4398,37.745641,-122.435864,0,DUNCAN ST,DIAMOND ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130026,114,,"(37.74564100010845, -122.43586400010112)"
19379,Diamond St&28TH St SW-FS/SB,DIAM28S0,DIAM28ST,4379,37.74465,-122.435762,0,28TH ST,DIAMOND ST,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1130027,114,,"(37.744649999592845, -122.43576199966363)"
19380,Diamond St&29TH St NW-NS/PS,DIAM29S0,DIAM29ST,4380,37.743249,-122.435659,0,29TH ST,DIAMOND ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130028,114,,"(37.74324900037839, -122.43565899978843)"
19381,Addison St&Diamond Heights Blvd SE,ADDIDHT0,ADDIDHTS,3615,37.740037,-122.435716,0,DIAMOND HEIGHTS BLVD,ADDISON ST,FS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130029,114,,"(37.740037000059594, -122.4357159999335)"
19382,Addison St&Farnum St SW-NS/SB,ADDIFASW,ADDIFARN,3618,37.740055,-122.434433,0,FARNUM ST,ADDISON ST,NS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1130030,114,,"(37.74005500011951, -122.43443300043728)"
19383,Farnum St&Moffitt St NW-NS/PS,FARNMOF0,FARNMOFT,4579,37.738333,-122.434067,0,MOFFITT ST,FARNUM ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1130031,114,,"(37.73833299972427, -122.43406700019213)"
19384,33 Moffitt St W-MB/BZ,MOFTH 30,MOFTH 33,5634,37.736834,-122.432189,0,,MOFFITT ST,MB,W   ,BZ,0,08/25/2018 02:14:39 PM +0000,1130032,114,,"(37.7368339998631, -122.43218899963958)"
19385,Bemis St&Moffitt St E-FS/SB,BEMSMOF0,BEMSMOFT,3096,37.736655,-122.431181,0,MOFFITT ST,BEMIS ST,FS,E   ,,0,08/25/2018 02:14:39 PM +0000,1130033,114,,"(37.736655000178715, -122.43118099948852)"
19386,Bemis St&Addison St S-NS/SB,BMISADD0,BMISADDI,3693,37.737725,-122.429531,0,ADDISON ST,BEMIS ST,NS,S   ,,0,08/25/2018 02:14:39 PM +0000,1130034,114,,"(37.73772499957298, -122.4295309997556)"
19387,Miguel ST&Laidley ST W-MI/SB,MIGLLAI0, ,7867,37.737761,-122.428294,,LAIDLEY ST,MIGUEL ST, , , ,,08/25/2018 02:14:39 PM +0000,1130035,114,,"(37.73776099971474, -122.4282939997516)"
19388,Chenery St&Miguel St W-FS/PS,CHNYMIG0,CHNYMIGL,3972,37.73711,-122.42792,0,MIGUEL ST,CHENERY ST,FS,W   ,FL,0,08/25/2018 02:14:39 PM +0000,1130036,114,,"(37.73711000037307, -122.42792000025977)"
19389,Chenery St&Mateo St N-NS/SB,CHNYMAT0,CHNYMATO,3969,37.73646,-122.42894,0,MATEO ST,CHENERY ST,NS,N   ,FL,0,08/25/2018 02:14:39 PM +0000,1130037,114,,"(37.73646000035932, -122.42894000046634)"
19390,Chenery St&Roanoke St N-NS/SB,CHNYROA0,CHNYROAN,3976,37.73563,-122.4302,0,ROANOKE ST,CHENERY ST,NS,N   ,FL,0,08/25/2018 02:14:39 PM +0000,1130038,114,,"(37.73562999962886, -122.43019999971911)"
19391,Chenery St&Castro St NE-NS/SB,CHNYCTR0,CHNYCTRO,3967,37.7346,-122.43233,0,CASTRO ST,CHENERY ST,NS,NE  ,FL,0,08/25/2018 02:14:39 PM +0000,1130039,114,,"(37.734600000437375, -122.43232999977084)"
19392,Diamond St&Chenery St SW-FS/BZ,DIAMCHN0,DIAMCHNY,4389,37.734469,-122.433953,0,CHENERY ST,DIAMOND ST,FS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1130040,114,,"(37.7344689999457, -122.43395299972413)"
19393,Diamond St&Diamond Heights Blvd E-FS/SB,DIAMDHTE,DIAMDHTS,4394,37.741599,-122.43535,0,DIAMOND HEIGHTS BLVD,DIAMOND ST,FS,E   ,,0,08/25/2018 02:14:39 PM +0000,1130042,114,,"(37.74159899965103, -122.43535000017707)"
19394,MARKET & CASTRO MB-S/SB,MRKTCTRO,,7253,37.762451,-122.435541,0,17TH ST,MUNI METRO TNL,,,,0,08/25/2018 02:14:39 PM +0000,1130043,114,,"(37.76245099969525, -122.43554100018535)"
19395,Diamond St&Chenery St SE-NS/PS,DIAMCHN1,DIAMCHNY,4388,37.73446,-122.433839,0,CHENERY ST,DIAMOND ST,NS,SE  ,FL,0,08/25/2018 02:14:39 PM +0000,1130044,114,,"(37.73445999995979, -122.433839000165)"
19396,Chenery St&Natick St SW-NS/PS,CHNYNAT1,CHNYNATK,3973,37.73458,-122.43191,0,NATICK ST,CHENERY ST,NS,SW  ,FL,0,08/25/2018 02:14:39 PM +0000,1130045,114,,"(37.73458000020338, -122.4319099994495)"
19397,Chenery St&Roanoke St S-NS/PS,CHNYROA1,CHNYROAN,3977,37.73548,-122.43028,0,ROANOKE ST,CHENERY ST,NS,S   ,FL,0,08/25/2018 02:14:39 PM +0000,1130046,114,,"(37.735479999872105, -122.43027999984149)"
19398,Chenery St&Mateo St S-NS/SB,CHNYMAT1,CHNYMATO,3970,37.73633,-122.429,0,MATEO ST,CHENERY ST,NS,S   ,FL,0,08/25/2018 02:14:39 PM +0000,1130047,114,,"(37.73633000021141, -122.42899999988344)"
19399,Chenery St&Miguel St S-NS/PS,CHNYMIG1,CHNYMIGL,3971,37.73714,-122.42775,0,MIGUEL ST,CHENERY ST,NS,S   ,FL,0,08/25/2018 02:14:39 PM +0000,1130048,114,,"(37.737140000223995, -122.42775000000155)"
19400,Miguel ST&Laidley ST E-MI/SB,MIGLLAI1, ,7868,37.737752,-122.428248,,CHENERY ST,MIGUEL ST, , , ,,08/25/2018 02:14:39 PM +0000,1130049,114,,"(37.737751999620514, -122.42824799973697)"
19401,Bemis St&Addison St NE-NS/SB,BMISADDI, ,7843,37.737931,-122.429462,,MIGUEL ST,BEMIS ST, , , ,,08/25/2018 02:14:39 PM +0000,1130050,114,,"(37.73793100006009, -122.42946199960282)"
19402,46 Addison St E-MB/SB,ADDIH460,ADDIH 46,3613,37.737735,-122.431009,0,,ADDISON ST,MB,E,,0,08/25/2018 02:14:39 PM +0000,1130051,114,,"(37.737734999884495, -122.43100899988653)"
19403,164 Addison St N-MB,ADDIH160,ADDIH164,3614,37.738172,-122.432807,0,,ADDISON ST,MB,N   ,,0,08/25/2018 02:14:39 PM +0000,1130052,114,,"(37.738171999824075, -122.43280699943622)"
19404,Addison St&Digby St SE-NS/SB,ADDIDIB0,ADDIDIBY,3616,37.740001,-122.433609,0,DIGBY ST,ADDISON ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130053,114,,"(37.7400010000164, -122.43360899960521)"
19405,Addison St&Farnum St NE-NS/SB,ADDIFANE,ADDIFARN,3617,37.740189,-122.434216,0,FARNUM ST,ADDISON ST,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1130054,114,,"(37.74018900032777, -122.43421599987786)"
19406,Diamond Heights&Addison St NE-FS/SB,DHTSADDI,DHTSADDI,4360,37.740198,-122.435762,0,ADDISON ST,DIAMOND HEIGHTS BLVD,FS,NE  ,FL,0,08/25/2018 02:14:39 PM +0000,1130055,114,,"(37.740197999614274, -122.43576200038235)"
19407,Diamond St&29TH St SE-NS/PS,DIAM29SE,DIAM29ST,4381,37.74308,-122.435487,0,29TH ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130056,114,,"(37.743080000189074, -122.435486999973)"
19408,Diamond St&28TH St SE-NS/PS,DIAM28SE,DIAM28ST,4378,37.744686,-122.435601,0,28TH ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130057,114,,"(37.74468599960927, -122.43560099969883)"
19409,Diamond St&Duncan St SE-NS/PS,DIAMDUNS,DIAMDUNC,4399,37.745471,-122.435693,0,DUNCAN ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130058,114,,"(37.7454710003398, -122.43569299974523)"
19410,Diamond St&27TH St SE-NS/PS,DIAM27SE,DIAM27ST,4376,37.746292,-122.435761,0,27TH ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130059,114,,"(37.746292000443034, -122.43576099978733)"
19411,Diamond St&Cesar Chavez St SE-NS/PS,DIAMCHAV,DIAMARMY,4384,37.747104,-122.435841,0,CESAR CHAVEZ ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130060,114,,"(37.74710400032341, -122.4358409995713)"
19412,Diamond St&26TH St SE-NS/PS,DIAM26SE,DIAM26ST,4374,37.747889,-122.43591,0,26TH ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130061,114,,"(37.74788899959898, -122.43591000011216)"
19413,Diamond St&Clipper St SE-NS/PS,DIAMCLPS,DIAMCLPR,4391,37.748683,-122.43599,0,CLIPPER ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130062,114,,"(37.748682999744226, -122.43598999982312)"
19414,Diamond St&25TH St SE-NS/PS,DIAM25SE,DIAM25ST,4373,37.749486,-122.436059,0,25TH ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130063,114,,"(37.74948599993513, -122.43605900002174)"
19415,Diamond St&24TH St SE-NS/PS,DIAM24SE,DIAM24ST,4371,37.751075,-122.436219,0,24TH ST,DIAMOND ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130064,114,,"(37.75107500039923, -122.43621899963404)"
19416,23rd St&Eureka St NE-NS/PS,23STERK0,23STERKA,3449,37.75277,-122.437387,0,EUREKA ST,23RD ST,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1130065,114,,"(37.752769999656806, -122.43738699976994)"
19417,Eureka St&22ND St SE-NS/PS,ERKA22SE,ERKA22ST,4541,37.754215,-122.43757,0,22ND ST,EUREKA ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130066,114,,"(37.75421500018371, -122.43757000013743)"
19418,Eureka St&21ST St SE-NS/PS,ERKA21SE,ERKA21ST,4539,37.755813,-122.43773,0,21ST ST,EUREKA ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130067,114,,"(37.755812999720405, -122.4377299998801)"
19419,Eureka St&20TH St SE-NS/PS,ERKA20S0,ERKA20ST,4537,37.75741,-122.437879,0,20TH ST,EUREKA ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130068,114,,"(37.75741000011212, -122.43787900027986)"
19420,Eureka St&19TH St SE-NS/PS,ERKA19S0,ERKA19ST,4536,37.759034,-122.438039,0,19TH ST,EUREKA ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130069,114,,"(37.75903400007201, -122.4380390002664)"
19421,Eureka St&18TH St SE-NS/PS,ERKA18S0,ERKA18ST,4535,37.760631,-122.438188,0,18TH ST,EUREKA ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130070,114,,"(37.76063100009978, -122.4381880001327)"
19422,Eureka St&Market St SE-NS,ERKAMRK0,ERKAMRKT,4543,37.761594,-122.43828,0,MARKET ST,EUREKA ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1130071,114,,"(37.761594000209996, -122.43827999983147)"
19423,Reposa Way&Teresita Blvd N-FS/SB,RPSATER0,RPSATERE,6229,37.740823,-122.449361,0,TERESITA BLVD,REPOSA WAY,FS,N   ,,0,08/25/2018 02:14:39 PM +0000,1130073,114,,"(37.74082299989637, -122.44936100027863)"
19424,Myra Way&Dalewood Way N-NS/BZ,MYRADLW1,MYRADLWD,5452,37.736736,-122.453794,0,LANSDALE AVE,DALEWOOD WAY,NS,N   ,BZ,1,08/25/2018 02:14:39 PM +0000,1130074,114,,"(37.73673600000668, -122.45379399981724)"
19425,Teresita Blvd&Reposa Way S-FS/SB,TERERPS0,TERERPSA,6679,37.740707,-122.449177,0,REPOSA WAY,TERESITA BLVD,FS,S   ,,0,08/25/2018 02:14:39 PM +0000,1130075,114,,"(37.74070699977374, -122.44917700040637)"
19426,Valencia St&Cesar Chavez St SW-FS,VLNCCHA0,VLNCARMY,6882,37.747994,-122.420351,0,ARMY ST,VALENCIA ST,FS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1130079,114,,"(37.7479940002045, -122.42035099960214)"
19427,Fowler Ave&Portola Dr S-FS/SB,FWLRPOR0,FWLRPORT,4238,37.744356,-122.453233,0,PORTOLA DR,FOWLER AVE,FS,S   ,,1,08/25/2018 02:14:39 PM +0000,1130084,114,,"(37.74435599956706, -122.4532329997629)"
19428,Teresita Blvd&Evelyn Way W-NS/SB,TEREEVL0,TEREEVLN,6665,37.743063,-122.451182,0,EVELYN WAY,TERESITA BLVD,NS,W   ,,0,08/25/2018 02:14:39 PM +0000,1130085,114,,"(37.74306300000584, -122.4511819996376)"
19429,Teresita Blvd&Isola Way S-FS/SB,TEREISL0,TEREISLA,6673,37.741733,-122.450529,0,ISOLA WAY,TERESITA BLVD,FS,S   ,,0,08/25/2018 02:14:39 PM +0000,1130086,114,,"(37.74173299998402, -122.45052899959386)"
19430,Reposa Way&Myra Way N-NS/SB,RPSAMYR0,RPSAMYRA,6228,37.740198,-122.450609,0,MYRA WAY,REPOSA WAY,NS,N   ,,0,08/25/2018 02:14:39 PM +0000,1130087,114,,"(37.740198000218406, -122.45060900043768)"
19431,Myra Way&Omar Way SW-FS/SB,MYRAOMA1,MYRAOMAR,5456,37.739226,-122.450529,0,OMAR WAY,MYRA WAY,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1130088,114,,"(37.73922600014115, -122.45052899990577)"
19432,Van Ness Ave&Chestnut St NE-FS/BZ,V N CHE1,V N CHES,6800,37.80258,-122.42464,0,CHESTNUT ST,VAN NESS AVE,FS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129487,114,,"(37.802579999581404, -122.4246400002622)"
19433,California St&7TH Ave SE-FS/BZ,CALI.7A1,CALI.7AV,3826,37.784819,-122.465432,0,7TH AVE,CALIFORNIA ST,MB,S   ,BZ,0,08/25/2018 02:14:39 PM +0000,1129489,114,,"(37.7848189999632, -122.46543200042693)"
19434,Arch St&Alemany Blvd NW-NS,ARCHALE1,ARCHALEM,3641,37.71166,-122.46711,0,ALEMANY BLVD,ARCH ST,NS,NW  ,,1,08/25/2018 02:14:39 PM +0000,1129502,114,,"(37.71166000005453, -122.467110000413)"
19435,Alemany Blvd&Arch St NE-NS,ALEMARC0,ALEMARCH,3621,37.71163,-122.4669,0,ARCH ST,ALEMANY BLVD,NS,NE  ,FL,0,08/25/2018 02:14:39 PM +0000,1129508,114,,"(37.711630000197125, -122.46689999962398)"
19436,Sunset Blvd&Noriega St NW-NS/SB,SUNSNOR0,SUNSNORI,6539,37.753538,-122.495319,0,NORIEGA ST,SUNSET BLVD,NS,NW  ,,1,08/25/2018 02:14:39 PM +0000,1129517,114,,"(37.75353800002075, -122.49531899991392)"
19437,37th AVE&Ortega St SW-FS/BZ,37AVSUNS,,7835,37.751298,-122.495559,,ORTEGA ST,37TH AVE,,,,,08/25/2018 02:14:39 PM +0000,1129518,114,,"(37.75129800015923, -122.49555899955531)"
19438,Ocean Ave&Balboa Park BART S-MB/BZ,OCENBAR1,OCENBART,5781,37.722951,-122.446749,0,SAN JOSE AVE,OCEAN AVE,MB,S   ,BZ,0,08/25/2018 02:14:39 PM +0000,1129520,114,,"(37.72295099961502, -122.44674899958272)"
19439,Mansell St&San Bruno Ave S-NS/PS,MANSSBR0,MANSSBRO,5349,37.721443,-122.401154,0,SAN BRUNO AVE,MANSELL ST,NS,S   ,,0,08/25/2018 02:14:39 PM +0000,1129522,114,,"(37.721442999631634, -122.40115400017321)"
19440,Baker Beach Parking Lot SW-FS/SB,BOWLGIB0,BOWLGIBS,3023,37.790249,-122.482263,0,GIBSON RD,BOWLEY ST,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129524,114,,"(37.790249000022335, -122.4822630000325)"
19441,Lincoln Blvd&Bowley Ave SW-FS/SB,LINCBOW1,LINCBOWL,3705,37.788465,-122.482617,0,BOWLEY ST,LINCOLN BLVD,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129525,114,,"(37.78846499989669, -122.48261699965376)"
19442,25th Ave&El Camino Del Mar SW-FS/SB,25AVECD0,25AVECDM,3498,37.787367,-122.485356,0,EL CAMINO DEL MAR,25TH AVE,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129526,114,,"(37.787366999862066, -122.48535599984304)"
19443,25th Ave&Lake St NW-NS/SB,25AVLAKE,25AVLAKE,3502,37.785868,-122.485241,0,LAKE ST,25TH AVE,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129527,114,,"(37.78586799957411, -122.48524099980125)"
19444,25th Ave&California St NW-NS/BZ,25AVCALI,25CATERM,3491,37.784003,-122.485102,0,CALIFORNIA ST,25TH AVE,NS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129528,114,,"(37.7840029996675, -122.48510199992073)"
19445,25th Ave&Clement St NW-NS/BZ,25AVCLM0,25AVCLMT,3495,37.782147,-122.484975,0,CLEMENT ST,25TH AVE,NS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129529,114,,"(37.78214699960255, -122.48497499986763)"
19446,25th Ave&Geary Blvd NW-NS/BZ,25AVGEA1,25AVGEAR,3500,37.780255,-122.484837,0,GEARY BLVD,25TH AVE,NS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129530,114,,"(37.780254999829566, -122.48483699996922)"
19447,25th Ave&Balboa St NW-NS/PS,25AVBBO0,25AVBBOA,3489,37.776419,-122.48456,0,BALBOA ST,25TH AVE,NS,NW  ,,1,08/25/2018 02:14:39 PM +0000,1129531,114,,"(37.7764190004024, -122.48455999944153)"
19448,25th Ave&Fulton St NW-NS/PS,25AVFUL0,25AVFULT,3499,37.772689,-122.484295,0,FULTON ST,25TH AVE,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129532,114,,"(37.772689000144624, -122.48429500011237)"
19449,Lincoln Way&23rd Ave NW-FS/BZ,LWAY23A0,LWAY23AV,5312,37.765329,-122.481839,0,23RD AVE,LINCOLN WY,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129534,114,,"(37.765328999906586, -122.48183899963671)"
19450,Lincoln Way&25th Ave NW-FS/BZ,LWAY25A0,LWAY25AV,5314,37.765221,-122.483993,0,25TH AVE,LINCOLN WY,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129535,114,,"(37.76522100034338, -122.4839929996033)"
19451,Lincoln Way&27th Ave NW-FS/BZ,LWAY27A0,LWAY27AV,5316,37.765131,-122.486136,0,27TH AVE,LINCOLN WY,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129536,114,,"(37.76513100018361, -122.48613600020539)"
19452,Lincoln Way&29th Ave NW-FS/BZ,LWAY29A0,LWAY29AV,5318,37.765032,-122.488267,0,29TH AVE,LINCOLN WY,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129537,114,,"(37.76503200040823, -122.48826699948606)"
19453,Lincoln Way&31st Ave NW-FS/BZ,LWAY31A0,LWAY31AV,5320,37.764943,-122.490422,0,31ST AVE,LINCOLN WY,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129538,114,,"(37.76494299956412, -122.4904219995938)"
19454,Lincoln Way&33rd Ave NW-FS/BZ,LWAY33A0,LWAY33AV,5321,37.764844,-122.492565,0,33RD AVE,LINCOLN WY,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129539,114,,"(37.764843999940275, -122.49256499961422)"
19455,Lincoln Way&35th Ave NW-FS/BZ,LWAY35A0,LWAY35AV,5323,37.764754,-122.494708,0,35TH AVE,LINCOLN WY,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129540,114,,"(37.764753999769916, -122.49470800045884)"
19456,37th Ave&Lincoln Way SW-FS/PS,37AVLWA0,37AVLWAY,3562,37.76436,-122.496621,0,LINCOLN WY,37TH AVE,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129541,114,,"(37.764359999719474, -122.49662100042366)"
19457,Sunset Blvd&Irving St SW-FS/SB,SUNSIRV0,SUNSIRVG,6528,37.762496,-122.495955,0,IRVING ST,SUNSET BLVD,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129542,114,,"(37.76249599968292, -122.49595500033742)"
19458,Sunset Blvd&Judah St NW-NS/SB,SUNSJUD0,SUNSJUDA,6529,37.761006,-122.495851,0,JUDAH ST,SUNSET BLVD,NS,NW  ,,1,08/25/2018 02:14:39 PM +0000,1129543,114,,"(37.76100599974574, -122.49585100007327)"
19459,Sunset Blvd&Kirkham St NW-NS/SB,SUNSKIR0,SUNSKIRK,6531,37.759132,-122.495713,0,KIRKHAM ST,SUNSET BLVD,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129544,114,,"(37.75913199993377, -122.49571299978679)"
19460,Sunset Blvd&Lawton St NW-NS/SB,SUNSLAW0,SUNSLAWT,6535,37.757267,-122.495585,0,LAWTON ST,SUNSET BLVD,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129545,114,,"(37.757266999691126, -122.49558500048066)"
19461,Sunset Blvd&Moraga St NW-NS/SB,SUNSMOR0,SUNSMORA,6537,37.755402,-122.495458,0,MORAGA ST,SUNSET BLVD,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129546,114,,"(37.755402000133024, -122.49545799943395)"
19462,Sunset Blvd&Ortega St SW-FS/SB,SUNSORT0,SUNSORTG,6544,37.751307,-122.495169,0,ORTEGA ST,SUNSET BLVD,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129547,114,,"(37.75130700040699, -122.49516900006455)"
19463,Sunset Blvd&Pacheco St NW-NS/SB,SUNSPAC0,SUNSPACH,6545,37.749808,-122.495065,0,PACHECO ST,SUNSET BLVD,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129548,114,,"(37.74980799993053, -122.4950649999)"
19464,Sunset Blvd&Quintara St SW-FS/SB,SUNSQUI0,SUNSQUIN,6548,37.747578,-122.494915,0,QUINTARA ST,SUNSET BLVD,FS,SW  ,,1,08/25/2018 02:14:39 PM +0000,1129549,114,,"(37.74757800044372, -122.49491500003937)"
19465,Sunset Blvd&Rivera St NW-NS/SB,SUNSRVR0,SUNSRVRA,6549,37.746079,-122.494799,0,RIVERA ST,SUNSET BLVD,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129550,114,,"(37.7460789997472, -122.49479900031781)"
19466,Sunset Blvd&Santiago St NW-NS/SB,SUNSSNT0,SUNSSNTG,6553,37.744223,-122.494672,0,SANTIAGO ST,SUNSET BLVD,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129551,114,,"(37.74422300000077, -122.49467199956379)"
19467,Sunset Blvd&Taraval St NW-NS/SB,SUNSTAR0,SUNSTARA,6555,37.742349,-122.494545,0,TARAVAL ST,SUNSET BLVD,NS,NW  ,,1,08/25/2018 02:14:39 PM +0000,1129552,114,,"(37.742349000097676, -122.49454500008498)"
19468,Sunset Blvd&Ulloa St SW-FS/SB,SUNSULO0,SUNSULOA,6558,37.740118,-122.494383,0,ULLOA ST,SUNSET BLVD,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129553,114,,"(37.74011799976032, -122.49438299993905)"
